Customer ID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Segment
13831,5,113,4820.59,0,4,4,4,12,Champions
13832,58,54,561.49,0,2,3,2,7,At Risk
13833,40,16,316.56,0,3,1,2,6,New Customers
13834,212,16,324.19,1,1,1,2,4,Lost
13835,155,16,260.7,1,1,1,1,3,Lost
13836,35,31,620.37,0,3,2,2,7,New Customers
13838,5,298,1274.3600000000001,0,4,4,3,11,Champions
13839,122,7,139.95000000000002,1,2,1,1,4,Lost
13840,52,40,651.4,0,3,2,2,7,New Customers
13842,2,149,2244.29,0,4,4,4,12,Champions
13843,17,18,319.75,0,4,1,2,7,New Customers
13846,35,26,442.73,0,3,2,2,7,New Customers
13847,355,19,310.72,1,1,2,2,5,Lost
13848,2,6,2080.0,0,4,1,4,9,New Customers
13849,33,119,1931.35,0,3,4,4,11,Loyal
13851,15,59,1955.0,0,4,3,4,11,Loyal
13852,246,11,187.35000000000002,1,1,1,1,3,Lost
13854,1,71,4144.44,0,4,3,4,11,Loyal
13855,136,73,1310.3400000000001,1,2,3,3,8,At Risk
13856,99,40,753.53,1,2,2,3,7,At Risk
13857,29,128,1001.01,0,3,4,3,10,Loyal
13859,165,8,314.7,1,1,1,2,4,Lost
13861,65,21,273.26,0,2,2,1,5,At Risk
13862,25,21,346.73,0,3,2,2,7,New Customers
13863,101,50,933.77,1,2,3,3,8,At Risk
13864,22,1,662.4000000000001,0,3,1,2,6,New Customers
13869,17,553,5006.62,0,4,4,4,12,Champions
13870,23,126,2941.14,0,3,4,4,11,Loyal
13871,64,66,1482.6,0,2,3,3,8,At Risk
13872,163,57,919.57,1,1,3,3,7,Can't Lose Them
13873,19,37,649.32,0,3,2,2,7,New Customers
13874,140,51,1508.7,1,1,3,3,7,Can't Lose Them
13875,23,166,3027.58,0,3,4,4,11,Loyal
13877,106,20,332.44,1,2,2,2,6,At Risk
13878,183,71,1191.53,1,1,3,3,7,Can't Lose Them
13879,281,25,395.5,1,1,2,2,5,Lost
13880,3,64,1171.89,0,4,3,3,10,Loyal
13881,11,279,28019.58,0,4,4,4,12,Champions
13883,39,174,3885.54,0,3,4,4,11,Loyal
13884,12,131,1100.88,0,4,4,3,11,Champions
13888,40,144,1563.42,0,3,4,3,10,Loyal
13889,18,68,1574.3300000000002,0,4,3,3,10,Loyal
13890,10,63,1043.57,0,4,3,3,10,Loyal
13891,14,100,863.5600000000001,0,4,3,3,10,Loyal
13892,113,9,634.68,1,2,1,2,5,Lost
13895,151,68,1415.45,1,1,3,3,7,Can't Lose Them
13896,261,21,388.55,1,1,2,2,5,Lost
13897,74,42,849.56,0,2,2,3,7,At Risk
13898,47,34,530.47,0,3,2,2,7,New Customers
13900,25,52,869.64,0,3,3,3,9,Loyal
13901,10,161,2809.14,0,4,4,4,12,Champions
13902,268,63,34095.26,1,1,3,4,8,Can't Lose Them
13903,36,10,165.45000000000002,0,3,1,1,5,New Customers
13905,368,12,312.65,1,1,1,2,4,Lost
13906,45,1,42.0,0,3,1,1,5,New Customers
13907,327,4,136.8,1,1,1,1,3,Lost
13909,59,39,286.6,0,2,2,1,5,At Risk
13911,15,90,1654.08,0,4,3,3,10,Loyal
13912,59,7,124.95,0,2,1,1,4,Lost
13913,142,3,42.22,1,1,1,1,3,Lost
13915,30,2,70.80000000000001,0,3,1,1,5,New Customers
13916,99,74,1275.81,1,2,3,3,8,At Risk
13919,60,49,975.87,0,2,3,3,8,At Risk
13920,67,86,1774.68,0,2,3,4,9,At Risk
13921,38,44,730.7,0,3,2,3,8,New Customers
13922,73,23,692.95,0,2,2,2,6,At Risk
13927,73,20,359.27,0,2,2,2,6,At Risk
13929,52,48,2651.45,0,3,3,4,10,Loyal
13931,28,213,4019.85,0,3,4,4,11,Loyal
13935,232,80,6116.92,1,1,3,4,8,Can't Lose Them
13936,18,33,563.08,0,4,2,2,8,New Customers
13937,38,45,721.28,0,3,3,3,9,Loyal
13939,67,65,992.41,0,2,3,3,8,At Risk
13941,8,60,6009.34,0,4,3,4,11,Loyal
13942,170,1,320.0,1,1,1,2,4,Lost
13943,213,15,246.54,1,1,1,1,3,Lost
13944,289,35,200.43,1,1,2,1,4,Lost
13945,30,51,854.15,0,3,3,3,9,Loyal
13946,12,45,1314.66,0,4,3,3,10,Loyal
13948,47,21,446.76,0,3,2,2,7,New Customers
13952,16,272,9572.45,0,4,4,4,12,Champions
13953,45,5,3125.0,0,3,1,4,8,New Customers
13955,11,54,222.21,0,4,3,1,8,Loyal
13957,53,27,458.25,0,3,2,2,7,New Customers
13958,15,227,4709.2300000000005,0,4,4,4,12,Champions
13959,35,71,477.98,0,3,3,2,8,Loyal
13961,28,19,538.4,0,3,2,2,7,New Customers
13962,71,12,193.25,0,2,1,1,4,Lost
13963,3,137,2347.33,0,4,4,4,12,Champions
13964,23,24,438.9,0,3,2,2,7,New Customers
13965,112,24,996.61,1,2,2,3,7,At Risk
13966,71,22,390.86,0,2,2,2,6,At Risk
13967,32,4,85.6,0,3,1,1,5,New Customers
13968,59,8,123.66,0,2,1,1,4,Lost
13969,1,480,4311.93,0,4,4,4,12,Champions
13970,22,13,846.55,0,3,1,3,7,New Customers
13971,59,106,1909.31,0,2,4,4,10,At Risk
13974,218,15,264.13,1,1,1,1,3,Lost
13975,29,414,2832.56,0,3,4,4,11,Loyal
13976,142,46,834.38,1,1,3,3,7,Can't Lose Them
13977,47,13,519.8100000000001,0,3,1,2,6,New Customers
13979,29,352,2546.36,0,3,4,4,11,Loyal
13980,75,54,599.78,0,2,3,2,7,At Risk
13981,51,22,331.14,0,3,2,2,7,New Customers
13982,1,142,2573.7799999999997,0,4,4,4,12,Champions
13983,2,234,4505.02,0,4,4,4,12,Champions
13984,2,77,1128.09,0,4,3,3,10,Loyal
13985,10,131,2960.73,0,4,4,4,12,Champions
13987,15,46,682.54,0,4,3,2,9,Loyal
13988,19,61,609.84,0,3,3,2,8,Loyal
13989,100,45,759.98,1,2,3,3,8,At Risk
13992,16,6,142.7,0,4,1,1,6,New Customers
13993,15,140,3309.35,0,4,4,4,12,Champions
13995,15,144,2508.32,0,4,4,4,12,Champions
13996,22,33,895.76,0,3,2,3,8,New Customers
13997,155,46,382.31,1,1,3,2,6,Can't Lose Them
13998,82,31,566.7,0,2,2,2,6,At Risk
13999,10,258,5600.45,0,4,4,4,12,Champions
14000,50,34,1410.68,0,3,2,3,8,New Customers
14001,9,73,2487.01,0,4,3,4,11,Loyal
14003,368,16,209.41,1,1,1,1,3,Lost
14004,29,70,1675.81,0,3,3,3,9,Loyal
14006,164,47,1234.48,1,1,3,3,7,Can't Lose Them
14007,148,5,79.48,1,1,1,1,3,Lost
14008,68,32,509.04,0,2,2,2,6,At Risk
14009,98,32,404.3,1,2,2,2,6,At Risk
14010,201,24,445.15,1,1,2,2,5,Lost
14011,116,32,457.82,1,2,2,2,6,At Risk
14013,16,34,611.5500000000001,0,4,2,2,8,New Customers
14014,12,37,1443.03,0,4,2,3,9,New Customers
14016,32,287,7062.2,0,3,4,4,11,Loyal
14017,207,14,229.75,1,1,1,1,3,Lost
14018,281,13,367.15000000000003,1,1,1,2,4,Lost
14020,112,33,606.21,1,2,2,2,6,At Risk
14021,10,68,1084.68,0,4,3,3,10,Loyal
14022,122,19,352.15000000000003,1,2,2,2,6,At Risk
14024,26,18,318.04,0,3,1,2,6,New Customers
14025,100,100,4057.9,1,2,3,4,9,At Risk
14026,106,50,713.11,1,2,3,3,8,At Risk
14028,186,9,10396.5,1,1,1,4,6,Lost
14030,2,623,5902.2,0,4,4,4,12,Champions
14031,1,531,23712.31,0,4,4,4,12,Champions
14032,2,101,1874.68,0,4,3,4,11,Loyal
14033,191,1,109.44,1,1,1,1,3,Lost
14035,42,85,1428.7,0,3,3,3,9,Loyal
14037,114,86,689.75,1,2,3,2,7,At Risk
14038,33,69,1509.5,0,3,3,3,9,Loyal
14039,211,4,115.08000000000001,1,1,1,1,3,Lost
14040,22,559,9030.65,0,3,4,4,11,Loyal
14042,361,21,431.98,1,1,2,2,5,Lost
14043,127,42,304.25,1,2,2,1,5,At Risk
14044,54,642,2470.28,0,2,4,4,10,At Risk
14045,9,33,9653.279999999999,0,4,2,4,10,New Customers
14047,8,132,2946.42,0,4,4,4,12,Champions
14048,18,56,338.76,0,4,3,2,9,Loyal
14049,23,593,7557.3099999999995,0,3,4,4,11,Loyal
14051,2,124,6823.610000000001,0,4,4,4,12,Champions
14052,26,69,255.45,0,3,3,1,7,Loyal
14053,33,5,312.05,0,3,1,2,6,New Customers
14055,213,23,795.3199999999999,1,1,2,3,6,Lost
14057,17,170,2190.88,0,4,4,4,12,Champions
14058,98,24,469.19,1,2,2,2,6,At Risk
14060,2,68,3378.66,0,4,3,4,11,Loyal
14061,143,19,917.4300000000001,1,1,2,3,6,Lost
14062,10,232,15139.35,0,4,4,4,12,Champions
14063,74,40,22710.2,0,2,2,4,8,At Risk
14064,66,164,1978.68,0,2,4,4,10,At Risk
14065,25,49,891.02,0,3,3,3,9,Loyal
14068,239,87,1262.52,1,1,3,3,7,Can't Lose Them
14069,150,42,230.06,1,1,2,1,4,Lost
14070,320,42,326.55,1,1,2,2,5,Lost
14072,302,19,390.85,1,1,2,2,5,Lost
14074,259,6,219.39999999999998,1,1,1,1,3,Lost
14075,39,38,792.61,0,3,2,3,8,New Customers
14077,31,14,115.66,0,3,1,1,5,New Customers
14078,9,98,643.26,0,4,3,2,9,Loyal
14079,318,1,243.63,1,1,1,1,3,Lost
14080,49,79,1070.08,0,3,3,3,9,Loyal
14081,5,789,4435.58,0,4,4,4,12,Champions
14082,28,36,231.10999999999999,0,3,2,1,6,New Customers
14083,7,74,388.83,0,4,3,2,9,Loyal
14084,148,7,150.5,1,1,1,1,3,Lost
14085,4,618,5656.43,0,4,4,4,12,Champions
14086,98,1,39.95,1,2,1,1,4,Lost
14087,40,152,651.8,0,3,4,2,9,Loyal
14088,42,93,13544.99,0,3,3,4,10,Loyal
14091,290,13,9530.08,1,1,1,4,6,Lost
14092,10,159,3152.54,0,4,4,4,12,Champions
14094,75,47,335.22,0,2,3,2,7,At Risk
14095,358,1,2.95,1,1,1,1,3,Lost
14097,117,40,422.85999999999996,1,2,2,2,6,At Risk
14099,11,275,2661.54,0,4,4,4,12,Champions
14101,24,55,3985.14,0,3,3,4,10,Loyal
14103,301,1,0.0,1,1,1,1,3,Lost
14104,25,122,555.37,0,3,4,2,9,Loyal
14105,44,205,4722.6,0,3,4,4,11,Loyal
14106,373,1,214.79999999999998,1,1,1,1,3,Lost
14107,84,113,2174.07,0,2,4,4,10,At Risk
14108,367,20,447.05,1,1,2,2,5,Lost
14110,71,244,7304.8,0,2,4,4,10,At Risk
14112,87,166,2919.44,0,2,4,4,10,At Risk
14113,11,88,5252.1900000000005,0,4,3,4,11,Loyal
14114,31,59,977.5600000000001,0,3,3,3,9,Loyal
14115,137,22,622.6700000000001,1,1,2,2,5,Lost
14118,64,15,458.45,0,2,1,2,5,Lost
14119,11,11,183.37,0,4,1,1,6,New Customers
14122,42,13,362.42,0,3,1,2,6,New Customers
14123,369,24,436.18,1,1,2,2,5,Lost
14126,80,28,466.33000000000004,0,2,2,2,6,At Risk
14127,16,73,1190.3700000000001,0,4,3,3,10,Loyal
14128,187,19,286.71,1,1,2,1,4,Lost
14129,35,57,1467.48,0,3,3,3,9,Loyal
14130,11,157,1398.81,0,4,4,3,11,Champions
14131,284,52,187.87,1,1,3,1,5,Can't Lose Them
14133,369,8,305.5,1,1,1,1,3,Lost
14134,18,180,11123.35,0,4,4,4,12,Champions
14135,3,122,4953.61,0,4,4,4,12,Champions
14136,36,106,1570.81,0,3,4,3,10,Loyal
14137,331,11,332.7,1,1,1,2,4,Lost
14139,126,43,670.98,1,2,2,2,6,At Risk
14142,9,44,671.34,0,4,2,2,8,New Customers
14144,122,1,30.599999999999998,1,2,1,1,4,Lost
14145,95,14,3857.85,1,2,1,4,7,Lost
14146,19,246,5259.3,0,3,4,4,11,Loyal
14147,24,25,2106.8,0,3,2,4,9,New Customers
14148,50,14,309.09000000000003,0,3,1,2,6,New Customers
14151,309,44,679.45,1,1,3,2,6,Can't Lose Them
14152,23,84,1376.05,0,3,3,3,9,Loyal
14153,119,17,233.4,1,2,1,1,4,Lost
14154,17,240,5115.08,0,4,4,4,12,Champions
14156,7,2648,196566.74,0,4,4,4,12,Champions
14157,25,41,569.9,0,3,2,2,7,New Customers
14159,15,670,3245.0,0,4,4,4,12,Champions
14160,246,107,8421.47,1,1,4,4,9,Can't Lose Them
14161,5,202,2208.36,0,4,4,4,12,Champions
14163,98,6,148.71,1,2,1,1,4,Lost
14166,141,53,256.85,1,1,3,1,5,Can't Lose Them
14167,100,69,721.65,1,2,3,3,8,At Risk
14168,56,15,370.45,0,2,1,2,5,Lost
14169,66,67,624.4300000000001,0,2,3,2,7,At Risk
14170,11,165,597.33,0,4,4,2,10,Champions
14171,366,6,135.0,1,1,1,1,3,Lost
14172,241,54,402.72,1,1,3,2,6,Can't Lose Them
14173,277,4,135.16,1,1,1,1,3,Lost
14175,54,182,4456.58,0,2,4,4,10,At Risk
14176,3,15,339.11,0,4,1,2,7,New Customers
14177,17,168,1669.93,0,4,4,3,11,Champions
14180,8,61,1570.73,0,4,3,3,10,Loyal
14181,46,54,310.55,0,3,3,2,8,Loyal
14182,79,50,678.77,0,2,3,2,7,At Risk
14183,47,35,286.29,0,3,2,1,6,New Customers
14186,63,104,1550.63,0,2,4,3,9,At Risk
14187,109,8,123.5,1,2,1,1,4,Lost
14189,4,51,1160.31,0,4,3,3,10,Loyal
14190,302,1,79.9,1,1,1,1,3,Lost
14191,30,6,132.9,0,3,1,1,5,New Customers
14192,24,14,293.74,0,3,1,1,5,New Customers
14193,32,22,356.8,0,3,2,2,7,New Customers
14194,28,373,7321.07,0,3,4,4,11,Loyal
14195,75,9,1603.6,0,2,1,3,6,Lost
14197,46,20,390.05,0,3,2,2,7,New Customers
14198,36,52,868.33,0,3,3,3,9,Loyal
14199,59,16,906.3,0,2,1,3,6,Lost
14200,253,21,379.2,1,1,2,2,5,Lost
14201,45,18,446.1,0,3,1,2,6,New Customers
14202,17,29,847.76,0,4,2,3,9,New Customers
14203,33,16,339.34,0,3,1,2,6,New Customers
14204,58,188,901.9300000000001,0,2,4,3,9,At Risk
14205,30,99,1947.5,0,3,3,4,10,Loyal
14206,24,51,856.85,0,3,3,3,9,Loyal
14207,323,2,157.8,1,1,1,1,3,Lost
14208,187,25,415.31,1,1,2,2,5,Lost
14209,21,144,2919.84,0,3,4,4,11,Loyal
14210,7,227,3955.6800000000003,0,4,4,4,12,Champions
14211,47,128,2161.19,0,3,4,4,11,Loyal
14212,81,12,1119.6599999999999,0,2,1,3,6,Lost
14213,40,5,1192.2,0,3,1,3,7,New Customers
14215,4,84,1626.61,0,4,3,3,10,Loyal
14216,50,18,310.74,0,3,1,2,6,New Customers
14217,2,81,1411.91,0,4,3,3,10,Loyal
14219,45,36,543.89,0,3,2,2,7,New Customers
14220,203,17,882.5999999999999,1,1,1,3,5,Lost
14221,85,154,3084.69,0,2,4,4,10,At Risk
14224,26,120,847.78,0,3,4,3,10,Loyal
14225,70,87,2037.02,0,2,3,4,9,At Risk
14226,77,31,770.34,0,2,2,3,7,At Risk
14227,50,202,3017.75,0,3,4,4,11,Loyal
14228,73,38,745.5,0,2,2,3,7,At Risk
14229,39,32,1046.84,0,3,2,3,8,New Customers
14230,71,33,979.8000000000001,0,2,2,3,7,At Risk
14231,86,19,309.91,0,2,2,2,6,At Risk
14233,101,38,1441.55,1,2,2,3,7,At Risk
14235,134,69,1573.1299999999999,1,2,3,3,8,At Risk
14236,8,35,1253.78,0,4,2,3,9,New Customers
14237,9,26,471.14,0,4,2,2,8,New Customers
14238,298,5,287.38,1,1,1,1,3,Lost
14239,67,98,1882.3200000000002,0,2,3,4,9,At Risk
14240,59,19,357.15,0,2,2,2,6,At Risk
14241,332,2,120.0,1,1,1,1,3,Lost
14243,1,230,4842.28,0,4,4,4,12,Champions
14244,296,16,366.41999999999996,1,1,1,2,4,Lost
14247,40,97,635.89,0,3,3,2,8,Loyal
14248,95,39,730.37,1,2,2,3,7,At Risk
14249,46,291,5625.461,0,3,4,4,11,Loyal
14252,17,10,350.99,0,4,1,2,7,New Customers
14253,129,12,363.40000000000003,1,2,1,2,5,Lost
14254,68,23,601.03,0,2,2,2,6,At Risk
14255,182,1,1000.63,1,1,1,3,5,Lost
14256,127,81,1504.93,1,2,3,3,8,At Risk
14257,16,134,2854.73,0,4,4,4,12,Champions
14258,31,190,19381.36,0,3,4,4,11,Loyal
14260,107,51,824.28,1,2,3,3,8,At Risk
14263,59,16,322.93,0,2,1,2,5,Lost
14264,15,62,1183.39,0,4,3,3,10,Loyal
14265,100,48,843.17,1,2,3,3,8,At Risk
14266,64,1,40.56,0,2,1,1,4,Lost
14268,106,19,354.85,1,2,2,2,6,At Risk
14269,75,16,295.73,0,2,1,1,4,Lost
14271,45,29,106.81,0,3,2,1,6,New Customers
14272,198,31,482.85,1,1,2,2,5,Lost
14274,322,15,256.6,1,1,1,1,3,Lost
14275,31,23,1189.3799999999999,0,3,2,3,8,New Customers
14276,43,57,982.94,0,3,3,3,9,Loyal
14277,47,157,13009.61,0,3,4,4,11,Loyal
14278,45,13,205.83,0,3,1,1,5,New Customers
14279,156,3,191.86,1,1,1,1,3,Lost
14281,44,7,245.15,0,3,1,1,5,New Customers
14282,3,98,4120.32,0,4,3,4,11,Loyal
14283,99,41,628.4399999999999,1,2,2,2,6,At Risk
14284,289,35,704.4,1,1,2,2,5,Lost
14285,149,34,1374.41,1,1,2,3,6,Lost
14286,40,219,3851.0099999999998,0,3,4,4,11,Loyal
14290,49,50,2201.91,0,3,3,4,10,Loyal
14291,16,257,4020.85,0,4,4,4,12,Champions
14292,46,93,4354.32,0,3,3,4,10,Loyal
14293,4,73,2221.37,0,4,3,4,11,Loyal
14294,43,23,375.34,0,3,2,2,7,New Customers
14295,74,67,2196.71,0,2,3,4,9,At Risk
14296,57,27,456.40000000000003,0,2,2,2,6,At Risk
14298,11,1227,39667.19,0,4,4,4,12,Champions
14299,1,197,10533.87,0,4,4,4,12,Champions
14301,52,40,1352.04,0,3,2,3,8,New Customers
14302,66,28,742.9000000000001,0,2,2,3,7,At Risk
14303,43,22,277.94,0,3,2,1,6,New Customers
14304,15,71,1341.56,0,4,3,3,10,Loyal
14306,14,13,1058.0800000000002,0,4,1,3,8,New Customers
14307,9,130,2075.31,0,4,4,4,12,Champions
14308,185,2,1147.02,1,1,1,3,5,Lost
14309,49,72,1428.28,0,3,3,3,9,Loyal
14310,68,22,492.1,0,2,2,2,6,At Risk
14311,203,11,206.19,1,1,1,1,3,Lost
14312,14,93,1478.7,0,4,3,3,10,Loyal
14314,66,2,109.80000000000001,0,2,1,1,4,Lost
14315,200,32,716.69,1,1,2,3,6,Lost
14316,58,31,1370.34,0,2,2,3,7,At Risk
14318,96,9,158.02,1,2,1,1,4,Lost
14319,60,26,494.85,0,2,2,2,6,At Risk
14320,182,50,868.96,1,1,3,3,7,Can't Lose Them
14321,67,56,687.3100000000001,0,2,3,2,7,At Risk
14322,65,13,474.1,0,2,1,2,5,Lost
14324,45,41,701.61,0,3,2,2,7,New Customers
14325,205,18,245.48000000000002,1,1,1,1,3,Lost
14326,99,49,757.13,1,2,3,3,8,At Risk
14327,18,94,1583.28,0,4,3,3,10,Loyal
14328,74,1,445.05,0,2,1,2,5,Lost
14329,11,294,4912.38,0,4,4,4,12,Champions
14330,259,13,200.63,1,1,1,1,3,Lost
14332,17,37,1077.2,0,4,2,3,9,New Customers
14334,61,96,1766.27,0,2,3,4,9,At Risk
14338,172,19,339.88,1,1,2,2,5,Lost
14339,64,9,310.75,0,2,1,2,5,Lost
14341,56,137,2285.04,0,2,4,4,10,At Risk
14342,68,12,249.88,0,2,1,1,4,Lost
14343,57,238,1088.91,0,2,4,3,9,At Risk
14344,3,172,2443.77,0,4,4,4,12,Champions
14346,61,86,1294.17,0,2,3,3,8,At Risk
14347,372,6,82.6,1,1,1,1,3,Lost
14350,16,41,689.1,0,4,2,2,8,New Customers
14353,46,19,285.9,0,3,2,1,6,New Customers
14355,1,60,840.0500000000001,0,4,3,3,10,Loyal
14358,25,25,400.06,0,3,2,2,7,New Customers
14361,214,14,214.70999999999998,1,1,1,1,3,Lost
14363,38,8,227.47000000000003,0,3,1,1,5,New Customers
14365,30,51,634.68,0,3,3,2,8,Loyal
14366,161,1,136.0,1,1,1,1,3,Lost
14369,278,26,469.13,1,1,2,2,5,Lost
14370,86,44,1175.78,0,2,3,3,8,At Risk
14372,79,38,860.08,0,2,2,3,7,At Risk
14374,177,7,108.0,1,1,1,1,3,Lost
14375,86,141,875.31,0,2,4,3,9,At Risk
14376,319,18,215.46,1,1,1,1,3,Lost
14378,257,9,131.25,1,1,1,1,3,Lost
14379,29,83,920.81,0,3,3,3,9,Loyal
14380,318,1,48.96,1,1,1,1,3,Lost
14381,87,58,428.65999999999997,0,2,3,2,7,At Risk
14382,26,171,620.73,0,3,4,2,9,Loyal
14384,136,3,58.5,1,2,1,1,4,Lost
14388,8,228,3488.16,0,4,4,4,12,Champions
14389,60,42,854.55,0,2,2,3,7,At Risk
14390,8,205,1747.01,0,4,4,4,12,Champions
14391,212,14,135.6,1,1,1,1,3,Lost
14392,68,14,266.4,0,2,1,1,4,Lost
14394,200,6,93.8,1,1,1,1,3,Lost
14395,8,467,4700.3,0,4,4,4,12,Champions
14396,7,218,1633.94,0,4,4,3,11,Champions
14398,37,53,707.79,0,3,3,3,9,Loyal
14399,30,193,2113.16,0,3,4,4,11,Loyal
14400,44,48,1157.77,0,3,3,3,9,Loyal
14401,60,84,2744.42,0,2,3,4,9,At Risk
14402,288,8,285.6,1,1,1,1,3,Lost
14403,225,5,404.7,1,1,1,2,4,Lost
14404,5,108,1424.79,0,4,4,3,11,Champions
14405,22,2,195.0,0,3,1,1,5,New Customers
14408,107,22,1503.2400000000002,1,2,2,3,7,At Risk
14409,4,52,1696.64,0,4,3,3,10,Loyal
14410,12,200,1546.07,0,4,4,3,11,Champions
14412,60,41,656.16,0,2,2,2,6,At Risk
14413,46,76,647.67,0,3,3,2,8,Loyal
14414,10,21,902.35,0,4,2,3,9,New Customers
14415,15,671,6191.32,0,4,4,4,12,Champions
14417,23,137,604.2,0,3,4,2,9,Loyal
14419,18,23,202.85,0,4,2,1,7,New Customers
14420,32,64,1251.65,0,3,3,3,9,Loyal
14421,148,69,1656.26,1,1,3,3,7,Can't Lose Them
14422,10,330,6007.88,0,4,4,4,12,Champions
14423,73,12,651.41,0,2,1,2,5,Lost
14425,70,39,661.39,0,2,2,2,6,At Risk
14426,39,380,7246.27,0,3,4,4,11,Loyal
14427,130,27,900.1800000000001,1,2,2,3,7,At Risk
14429,39,22,516.28,0,3,2,2,7,New Customers
14430,147,35,1220.9,1,1,2,3,6,Lost
14431,15,64,2143.84,0,4,3,4,11,Loyal
14433,101,77,289.6,1,2,3,1,6,At Risk
14435,137,3,90.42,1,1,1,1,3,Lost
14436,189,2,182.64000000000001,1,1,1,1,3,Lost
14437,1,43,895.84,0,4,2,3,9,New Customers
14439,79,97,6781.8,0,2,3,4,9,At Risk
14440,1,86,4281.05,0,4,3,4,11,Loyal
14441,10,103,2898.8,0,4,4,4,12,Champions
14442,50,120,3777.2,0,3,4,4,11,Loyal
14443,4,60,966.27,0,4,3,3,10,Loyal
14444,92,13,132.04,1,2,1,1,4,Lost
14445,91,32,221.65,1,2,2,1,5,At Risk
14446,22,46,201.73,0,3,3,1,7,Loyal
14447,36,36,548.5,0,3,2,2,7,New Customers
14449,8,288,1575.7,0,4,4,3,11,Champions
14450,15,36,645.19,0,4,2,2,8,New Customers
14451,25,413,2646.18,0,3,4,4,11,Loyal
14452,31,70,401.15,0,3,3,2,8,Loyal
14454,12,110,977.3,0,4,4,3,11,Champions
14455,68,79,628.21,0,2,3,2,7,At Risk
14458,16,49,237.42,0,4,3,1,8,Loyal
14459,287,76,3537.821,1,1,3,4,8,Can't Lose Them
14460,32,26,659.16,0,3,2,2,7,New Customers
14461,18,468,4610.44,0,4,4,4,12,Champions
14462,68,49,265.99,0,2,3,1,6,At Risk
14463,135,2,256.95,1,2,1,1,4,Lost
14464,204,4,111.0,1,1,1,1,3,Lost
14465,64,70,2887.4100000000003,0,2,3,4,9,At Risk
14466,8,144,2374.5,0,4,4,4,12,Champions
14467,25,218,1622.23,0,3,4,3,10,Loyal
14468,369,12,204.24,1,1,1,1,3,Lost
14469,52,147,2112.21,0,3,4,4,11,Loyal
14470,66,17,250.85,0,2,1,1,4,Lost
14471,227,41,400.95,1,1,2,2,5,Lost
14472,325,52,291.38,1,1,3,1,5,Can't Lose Them
14474,215,103,730.42,1,1,4,3,8,Can't Lose Them
14475,44,6,225.3,0,3,1,1,5,New Customers
14477,72,4,660.0,0,2,1,2,5,Lost
14478,18,68,1276.66,0,4,3,3,10,Loyal
14479,1,131,982.86,0,4,4,3,11,Champions
14480,38,52,1020.47,0,3,3,3,9,Loyal
14481,43,122,1674.98,0,3,4,3,10,Loyal
14482,15,109,2289.76,0,4,4,4,12,Champions
14483,372,4,120.0,1,1,1,1,3,Lost
14484,37,39,749.0600000000001,0,3,2,3,8,New Customers
14486,147,6,175.5,1,1,1,1,3,Lost
14487,4,46,257.28000000000003,0,4,3,1,8,Loyal
14489,73,70,1111.55,0,2,3,3,8,At Risk
14490,42,80,1273.47,0,3,3,3,9,Loyal
14491,8,4,127.2,0,4,1,1,6,New Customers
14492,66,92,1921.91,0,2,3,4,9,At Risk
14493,26,244,2746.91,0,3,4,4,11,Loyal
14494,37,10,261.9,0,3,1,1,5,New Customers
14495,295,1,51.0,1,1,1,1,3,Lost
14496,9,92,2129.42,0,4,3,4,11,Loyal
14497,309,11,221.69,1,1,1,1,3,Lost
14498,37,178,1953.95,0,3,4,4,11,Loyal
14499,10,125,1323.65,0,4,4,3,11,Champions
14505,40,809,6096.2,0,3,4,4,11,Loyal
14506,5,156,1278.5,0,4,4,3,11,Champions
14507,14,171,1901.25,0,4,4,4,12,Champions
14508,12,131,598.52,0,4,4,2,10,Champions
14509,170,25,110.95,1,1,2,1,4,Lost
14510,11,78,1007.28,0,4,3,3,10,Loyal
14512,19,57,948.19,0,3,3,3,9,Loyal
14513,72,7,332.42,0,2,1,2,5,Lost
14514,72,267,3543.63,0,2,4,4,10,At Risk
14515,23,75,1647.17,0,3,3,3,9,Loyal
14516,152,37,163.92,1,1,2,1,4,Lost
14519,319,39,206.09,1,1,2,1,4,Lost
14521,127,17,199.45000000000002,1,2,1,1,4,Lost
14522,231,29,784.08,1,1,2,3,6,Lost
14524,45,125,1066.03,0,3,4,3,10,Loyal
14525,64,252,3908.44,0,2,4,4,10,At Risk
14526,25,42,262.4,0,3,2,1,6,New Customers
14527,1,1729,19283.48,0,4,4,4,12,Champions
14530,32,269,3271.4900000000002,0,3,4,4,11,Loyal
14531,115,29,376.34,1,2,2,2,6,At Risk
14532,47,254,2926.33,0,3,4,4,11,Loyal
14533,43,27,1516.65,0,3,2,3,8,New Customers
14534,33,212,1824.06,0,3,4,4,11,Loyal
14535,31,515,3166.54,0,3,4,4,11,Loyal
14537,259,13,285.84000000000003,1,1,1,1,3,Lost
14538,166,33,982.59,1,1,2,3,6,Lost
14540,15,197,2799.08,0,4,4,4,12,Champions
14541,52,70,1038.03,0,3,3,3,9,Loyal
14543,16,145,11276.44,0,4,4,4,12,Champions
14544,106,78,957.98,1,2,3,3,8,At Risk
14545,310,23,349.25,1,1,2,2,5,Lost
14546,12,396,2619.81,0,4,4,4,12,Champions
14548,120,109,1974.69,1,2,4,4,10,At Risk
